group,name,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,distance_from_origin_mean,distance_from_origin_std,distance_from_origin_min,distance_from_origin_max,velocity_xy_mean,velocity_xy_std,velocity_xy_min,velocity_xy_max,velocity_z_mean,velocity_z_std,velocity_z_min,velocity_z_max,length_mean,length_std,length_min,length_max,height_mean,height_std,height_min,height_max,torso_angle_mean,torso_angle_std,torso_angle_min,torso_angle_max,angle_to_origin_mean,angle_to_origin_std,angle_to_origin_min,angle_to_origin_max,frequency,total_duration,duration
resilient,pre306,4,-0.3462128684295393,1.7992596715383504,-3.085163662,3.136417968,0.09782459316531165,9.211448612681323,-124.4602019,125.1171047,15.857329621985095,6.636272803804598,2.128106683,40.7630037,6.333044145674797,1.3548877769798164,1.590706349,9.065027911,3.3241584385325207,3.4217677957565575,0.036213936,20.93167973,1.324631310691057,1.666185020150188,0.000415062,11.72309012,4.921099987100272,0.8397647193935522,1.873028337,7.044740833,0.8931966391517614,0.5782768908044069,0.007330892,3.66566626,2.847373913,0.2283277467512409,1.27800257,3.14087556,1.8369990076327913,0.7351153333786591,0.009853102,3.125117172,0.056133056133056136,0.06254237288135593,0.6833333333333333
resilient,pre306,5,-0.40126654563347164,1.6127535291994346,-3.115189968,3.081822126,-0.6954032366860304,8.09226927774247,-125.0585881,124.7905064,16.36784863763209,6.917316311748085,2.280781958,45.77217996,6.115810687239281,1.276295926080902,0.23443745,8.31956324,5.164789594652835,4.359671137602141,0.036294486,23.01952274,1.7307325130069156,1.8478425197003172,0.000346671,11.23981857,5.031666204399723,0.6761064209759988,2.724916011,6.477630955,1.1159064860746888,0.6721634714107677,3.71e-05,3.983325299,2.882265377899032,0.19997015597569548,1.916065998,3.141074572,1.3551322422932226,0.6335466255606402,0.007065532,3.061625026,0.06964656964656965,0.061271186440677965,0.5395522388059701
resilient,pre306,6,-0.347769872526465,1.7332832929676627,-3.137117588,3.125189621,0.03584055396597356,10.166337827656598,-125.3314855,125.4105778,15.66924953183554,6.439986638413617,0.717043711,37.03465109,7.766081425103969,1.2740273082288827,0.75939909,9.925275525,2.0550179115226843,1.347171255656214,0.007425533,7.497679021,3.027496075551985,2.4824416250498387,0.000426917,16.93391452,2.623564623238185,0.9294083071921397,0.513295137,5.165589289,5.41148341252552,0.6514452816161258,2.663095578,6.378180896,1.877447147705104,0.8001905823957132,0.003198714,3.13131824,1.1202944356994329,0.6239080882645223,0.000934823,3.135092579,0.07692307692307693,0.08966101694915254,0.7148648648648648
resilient,pre306,7,-0.5361296146734387,1.7111659517812678,-3.133386368,3.14022369,0.16477768289465763,9.684287034031474,-125.4930643,124.88778,15.356863213108351,6.394873175419059,1.365317713,42.22252751,7.563448956331828,1.4741283205482718,2.689227455,10.07616615,1.8861590193318285,1.6260909987812633,0.015021238,14.31090779,1.630257356096313,1.6489405659339398,9.72e-05,8.513053431,3.3414627350075246,1.351426392223687,0.4696323,6.221488,3.653182904298721,1.9141413819323692,0.027178763,6.35760181,2.1164575188028594,0.9440978887569614,0.002266008,3.140249749,1.3080732109977427,0.6990835015297602,0.005102739,3.108461691,0.06964656964656965,0.1126271186440678,0.9917910447761195
resilient,pre306,8,-0.027655766239393958,1.9720866635810155,-3.114919796,3.135245197,0.39830234455151514,16.87877587558058,-125.3612193,125.4186756,18.787555129857576,7.5675370865705744,2.401100215,40.51856088,5.943611857478788,1.595493695709485,0.928082238,8.368708147,8.731430192445455,5.684029970631343,0.215567934,23.40664458,2.218574219130303,1.799823925575714,0.006301001,11.15071766,5.049912942790909,0.9116833785689653,1.84065799,6.442854325,1.5146317747212121,0.83846491283226,0.034807057,4.285930656,2.8952965949030305,0.2844240043793387,0.783344669,3.140958147,1.8205553847545455,0.6420363407726444,0.242583639,3.140360107,0.038461538461538464,0.027966101694915254,0.44594594594594594
resilient,pre306,9,-0.19731108022456811,1.9144072857360355,-3.136656407,3.115424886,0.286731119318618,14.480452093764713,-124.8668085,124.3960167,16.978792095608448,7.220348332938501,2.447164295,44.3613885,5.935549799809981,1.4930316396716157,1.302420033,8.412262153,6.317099771495201,4.711480948873243,0.080016168,23.5505019,1.6748945846333974,2.0169533924835386,0.004581665,12.73001529,5.148818174984645,0.8855674091997133,1.438665163,7.183064281,0.8980240378963532,0.8341069174090572,8.59e-05,4.950096725,2.9094344483666026,0.2605485246582905,0.12085325,3.140786057,1.5844469484894432,0.7426007161472677,0.000211745,3.140550256,0.035343035343035345,0.044152542372881354,0.7661764705882353
resilient,pre306,10,-0.8838513911892745,1.6406504771101218,-3.114248051,3.086379069,-0.003083481192429043,12.161405356812255,-124.5205651,3.631292313,15.999287042337539,6.961360437329672,0.752372778,47.00353624,6.0484626703659305,1.5239279548429896,0.803030683,8.416962649,5.1980561815015776,4.089292585721099,0.034761977,19.63504673,2.0173622975520504,2.064964970780137,0.005202726,13.34270074,5.0176143589306,0.6062308529935252,3.578396797,6.445888295,1.3775677452018926,0.7960337903215062,0.135975462,4.778773884,2.9287177639369086,0.1648843271608768,2.289122916,3.140527198,1.5429954933470031,0.7020143649407996,0.014369207,3.115449285,0.029106029106029108,0.026864406779661017,0.5660714285714286
resilient,pre306,11,-0.33006593427759745,1.9293379570942042,-3.138881811,3.129048657,0.17059091189448058,13.312780263109191,-125.2659992,125.1865121,15.604265969551948,6.8041424666432695,2.872450749,44.39624329,6.512608651534091,1.3251373423809347,1.718525804,8.561994786,3.314886704422078,3.5329089918184398,0.005535001,23.81151636,2.0193946544107146,1.7896908253551806,0.004279414,9.883511942,4.090745172493507,0.8123596388752871,1.704632542,6.27029939,2.4139182384123377,0.9958319589713303,0.156420633,5.076759454,2.721252921628247,0.29052161586976677,1.280197428,3.141355051,1.6137316950292209,0.6855910054812387,0.000997364,3.138044372,0.04158004158004158,0.05220338983050848,0.77
resilient,pre306,12,-0.8662376834965035,1.8247593023689022,-3.100708984,3.075430261,0.6142822634685314,10.466922500226362,-2.065812271,124.3713307,15.434065594993006,6.511975216761213,1.665100163,33.85851126,5.9353515611258745,1.1483861097755437,2.813666691,7.532755328,2.552633905062937,1.7444285432820363,0.168378209,7.893888329,1.7540315294125874,1.6227142387620426,0.029303649,9.482288773,4.308220118587412,0.6486026898550457,2.892273254,6.689578249,2.7392215455034963,1.0743852621603704,0.531719726,5.189836713,2.7332597138461536,0.2723037764898859,2.004109024,3.139131753,1.045979432818182,0.6113840908568327,0.00155314,3.107506519,0.012474012474012475,0.01211864406779661,0.5958333333333333
resilient,pre306,13,-0.21909450391605842,1.6931462552703782,-3.116046275,3.13983924,0.8103557777335767,14.983323232983661,-3.391410954,124.6328015,18.689190622346715,7.756959288229643,3.497365644,45.59532866,5.593336440821168,1.4605216410496284,0.449794521,8.404727724,9.003271126186132,5.037840598229338,0.521414195,24.5034396,1.910629292861314,1.665815592243687,0.006200817,12.02942445,5.448738193886861,0.5301336877153161,3.847948555,6.377090581,1.2722639142080292,0.7035869989793133,0.034147295,3.60123687,2.9591380165364964,0.14808413751798932,2.362996866,3.139410131,1.633738791069343,0.6101397686740291,0.043939047,3.137652775,0.016632016632016633,0.02322033898305085,0.85625
resilient,pre306,14,-0.6128203372274882,1.798024450843894,-3.037315553,3.130284326,-0.8596302139715639,17.085762370013665,-124.1966023,4.033139293,14.28374945687204,6.001898545646524,1.015421514,34.99327325,7.830906951511848,0.8689291676803451,6.197055227,9.464106623,3.0627516295545023,1.836414996891547,0.046371022,7.677358448,3.123657135341232,2.1990887487044817,0.017678814,9.568671024,2.8013435737677725,0.9620849241474958,0.973258115,5.109305753,4.335168805511849,1.0261769592818615,1.411051224,6.323895917,1.8814253409241706,0.8819977169081163,0.025537762,3.134734257,1.3791398893270144,0.7575888470650003,0.020035502,3.114932869,0.018711018711018712,0.01788135593220339,0.586111111111111
resilient,pre306,15,-1.381980674,1.3596645206552702,-3.138832015,3.073550395,0.45141866483414633,8.742214983844049,-1.544824197,124.7712804,14.655041818487806,6.919715032271216,1.804589091,34.31734196,5.88239730702439,0.8239923038703593,3.776212921,8.265020817,2.1897694156536587,2.3872239921643303,0.01267445,19.1677166,1.4787269950439024,1.6255279108584744,0.006597867,10.96417138,4.5793130684,0.7543544697786249,0.970624533,6.501524512,2.065689744897561,1.0277186053107317,0.203565906,5.559334389,2.864031400980488,0.38931409982828336,0.232125618,3.140458117,1.0294696000390244,0.5557450558326039,0.004708533,2.539425935,0.012474012474012475,0.017372881355932204,0.8541666666666666
resilient,pre306,17,-0.9894987874319527,1.7214949764452068,-3.061940139,3.068328871,0.1947958381863905,9.667824388696694,-3.050680351,125.0397457,16.092743729177514,6.837643066243006,2.712073659,41.11279657,6.57755212802071,1.4355178501202088,3.215762326,9.484820359,2.439483033112426,1.9048191623005015,0.024105746,8.920175837,2.456324687928994,1.8953914750060168,0.000551441,8.010039921,3.4728841048668637,0.9472106639964049,1.629595471,5.672046748,3.735354373745562,1.3308666671957112,0.743596008,6.080161517,2.4869787202455624,0.5801345509597499,0.014886859,3.140918573,1.351860791816568,0.7388971014506395,0.005544912,3.124517942,0.018711018711018712,0.02864406779661017,0.9388888888888889
resilient,pre306,18,-1.189161383087805,1.3880442583474533,-3.103145834,3.093569225,-0.04722365448292686,12.317989396171178,-124.6819164,123.3878759,16.03240394967805,6.523517136001928,1.930285418,35.13357978,5.290485418507317,1.283936329064588,1.50703927,7.604500869,2.701147111678049,1.5988573999979752,0.008556171,6.90379965,2.2886267535756097,1.511423123173137,0.013871778,6.512423487,4.498985619156097,0.41838256811600055,3.433124362,5.700453012,2.8069056353707316,1.154138507509111,0.700352849,5.143588986,2.8054290081658535,0.19571055090755357,2.44319552,3.141253021,0.8404039765414634,0.528378855247033,0.007261528,2.870605632,0.013513513513513514,0.017372881355932204,0.7884615384615385
resilient,pre306,23,-0.10134686549532711,1.7115621219291606,-3.124614296,3.125119436,0.08385953961993771,12.158011585119091,-125.2470092,3.313048554,18.074555149744548,7.8008427755598655,2.237069466,43.9823678,5.848227392657321,1.3836314508297107,0.195900111,8.159469719,9.506837080137071,4.723887312216095,0.738379258,22.17545217,1.315684122517134,1.1627571263553078,0.009625978,5.354655395,5.848551311538941,0.4853450814430986,4.601925836,6.714029361,0.7110677649844237,0.6135872113645958,0.006020525,2.557275021,3.0094036452149533,0.10825771314312323,2.579073822,3.141473448,1.5639057655109034,0.5397528934833106,0.03636746,3.082655341,0.016632016632016633,0.027203389830508476,1.003125
resilient,pre306,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
susceptible,pre307,0,0.03978796074125875,1.7517398238043242,-3.039871188,3.140255824,-0.4085231772902098,5.33556578339825,-124.9474281,2.857168285,15.725254127125876,6.8149874858569035,1.472380042,41.35053331,5.739334252204545,1.7951540794251,1.089538661,8.670525155,4.773232820013986,4.090053938609971,0.068576575,21.22002637,1.952626972730769,1.511544361478618,0.005179631,7.53812669,4.852222328921329,0.7851388183288416,2.656092465,6.596944837,1.2058079933356642,0.8434368214997996,0.003491761,4.190567309,2.9437899001625873,0.2008320917793639,1.539481393,3.141332233,2.086802599,0.8067082505541959,0.003072371,3.137331985,0.11096433289299867,0.04847457627118644,0.3404761904761905
susceptible,pre307,1,0.12734368684126984,1.995430268484462,-3.141472831,3.126492856,-0.02729085725044095,10.483624854465798,-125.0289863,125.1147463,16.29248324534039,7.115206936268385,2.316380367,41.2610773,6.7296312987195765,1.368777645230742,0.087109772,9.39619451,2.749213305834215,1.6982689002501352,0.039583842,11.62831016,5.973404396179894,4.414687142075549,0.009382075,32.124859,3.6522571753668434,0.8998124451940455,0.775647037,5.509038878,2.7982679571552027,1.5413093364012571,0.187064727,5.939148046,2.627434903511464,0.5287587400618957,0.062531932,3.141219285,1.7478106738606702,0.5877101262697355,0.037167919,3.128490614,0.0977542932628798,0.04805084745762712,0.38310810810810814
susceptible,pre307,2,-0.031244982365777083,1.8314996526243952,-3.127846242,3.077265572,0.44342506553846145,13.020333167963406,-123.9923457,124.0641169,16.191387503646784,6.950013084878856,0.0,41.50371668,6.994187799918367,1.307825204990736,1.263923689,9.719232256,2.4917872448396228,1.6857801900874072,0.06137039,12.17813263,5.506375517238994,2.8229562408308047,0.022581014,12.07146787,3.30267084767033,0.9898693507822829,0.789837972,5.962730466,3.7266254124725275,1.4931052610872617,0.407201681,6.075712488,2.577871367963893,0.6210300502750036,0.039892846,3.141224881,2.0338012008712716,0.6384676300536258,0.110567466,3.129836116,0.0977542932628798,0.05398305084745763,0.43040540540540545
susceptible,pre307,3,-0.08406003991708798,1.8309772828660198,-3.122836397,3.132626648,0.08968340112740146,11.23610139285067,-124.8707783,125.093751,17.845126192182,7.670835359771716,1.59898513,47.52683994,5.180104087104146,1.7993924208149887,0.379500683,8.393737168,8.964361696693631,5.435473439090232,0.088082916,25.58188882,0.7177152821971688,0.9972838575323172,0.000707192,9.534612185,5.865420066032356,0.5374367504871176,3.847620312,6.923373916,0.32494410159150655,0.31082438868508344,0.000197845,2.723523789,2.9969427790667345,0.1396720129071048,2.390453919,3.141372153,1.9847674457492417,0.7697773473318715,0.000199917,3.135197293,0.07661822985468957,0.0838135593220339,0.8525862068965517
susceptible,pre307,4,0.2567074174898911,1.774388498233143,-3.115437379,3.10785191,-0.22941419323328147,10.951239030417959,-124.8242861,124.9417801,15.711690672909798,6.737448082568718,1.917751976,46.76680697,6.023474235264386,1.8149306702520809,1.199908458,9.14274827,3.451497826079316,2.454148873720544,0.036897283,13.70454501,1.3228737594245723,2.14609811924586,0.000176175,15.86270168,4.796741310956454,0.7146350120502278,2.14688895,6.435767869,0.7467864509502332,0.5730517245050236,0.001846945,3.355616351,2.887705227584759,0.2726650641732846,1.192465136,3.140610735,1.9198161285863142,0.80763351924868,0.014378188,3.137366148,0.05151915455746367,0.054491525423728815,0.8243589743589743
susceptible,pre307,5,-0.22230380459396984,1.7794735336562657,-3.141483577,3.135443837,0.5268272351346734,14.791415652045249,-6.390215888,125.284839,15.674685316437186,6.538959201945928,0.740628583,39.91253705,5.614021823542714,1.5869895024153988,0.529512511,9.217065201,4.2700472777628145,3.2735920992247394,0.06310088,26.13773445,1.5271320758,1.950336212697828,0.003146087,12.11320762,4.711622008129648,0.620458698653712,2.744787913,6.39049312,1.0817091655507538,0.6969551970261922,0.000108054,4.434372288,2.878346479401005,0.19903576022900404,2.157485518,3.141575323,1.2459934333105527,0.8621531175086073,0.001821724,3.141324083,0.08190224570673713,0.0840677966101695,0.8024193548387096
susceptible,pre307,6,0.2498394396485569,1.7168916970706851,-3.032287058,3.127351522,-0.0721394541663837,10.239795444231289,-124.0880724,123.9119393,15.952615620123938,6.8889580074707695,2.113321049,44.72044346,7.585431232901529,1.3196784955169114,1.282388511,9.804238237,2.28635430501528,1.544028482142009,0.034353412,11.69118741,3.9346254199847195,3.2861212465956666,0.0027151,28.30159845,2.546373434178268,0.8245400679299209,1.138936481,4.745626893,5.257653592112054,0.693392216725525,2.025294972,6.189579027,2.005640303877759,0.8089070324620649,0.00445634,3.137766216,1.3570139507843801,0.6938602594059201,0.002816003,3.128689249,0.06737120211360634,0.04991525423728813,0.5774509803921568
susceptible,pre307,7,-0.018591857076086953,2.2639079684569583,-3.139887777,3.130524032,0.04467314235869568,18.531458460186936,-125.554092,125.6410991,15.307925851710147,6.630061160670892,2.143190645,48.13443342,6.858934731445652,1.6791340352946962,0.133170493,9.709524514,2.0545587206014493,1.6495189888023032,0.023810028,7.35689464,2.7665672553514495,3.4679705260531226,0.004357597,22.60789376,2.2205232358333333,0.8967657222383006,0.633058298,4.17157223,4.7810206763949274,1.1283371144969572,2.502189845,6.212151563,1.7696309859094201,1.0610980604423899,0.03209473,3.136592213,1.2980649786449274,0.8241735408230613,0.005302617,3.086301634,0.03963011889035667,0.023389830508474575,0.45999999999999996
susceptible,pre307,8,-0.569588685125,1.917119066079995,-3.097332273,3.009504913,0.6081118782649999,8.89919209283506,-123.3885825,4.93234116,16.342227041210002,7.224629000563169,2.833189916,40.37023553,4.64477572502,1.4530666618771861,0.078611987,7.875416997,6.20572585165,4.340449920934204,0.086419774,19.29340759,2.6551722393749997,2.341742093331931,0.00976338,13.48111194,4.91349279498,0.7668394566901776,2.452436906,6.33884144,1.54305486288,0.9930364845397516,0.05203538,3.680529766,2.910308422865,0.20573714911581945,1.890149001,3.137573878,1.31349614192,0.5655844569039049,0.07983846,2.443836339,0.026420079260237782,0.01694915254237288,0.5
susceptible,pre307,9,-0.4848298952624113,1.4965725335920848,-3.138592862,3.141302735,-0.8402581659858156,14.877221782423419,-124.9466252,3.399616941,16.044917088212767,7.056618147165289,2.701217158,42.36513005,5.284796936836879,1.4874413507833701,1.402617379,8.176660871,5.136740478900709,4.936612438518399,0.005123208,22.84819077,1.7966150834893617,2.9541969907329957,0.000588914,16.04766505,4.97931239031915,0.8237228180963346,2.974741981,6.782159972,0.9473510625531916,0.7039459667407568,0.008228511,3.803795032,2.862680062343972,0.19302627244910045,2.37371853,3.138642956,1.392650476251773,0.6887062718169678,0.050438015,3.113070224,0.018494055482166448,0.023898305084745764,1.0071428571428571
susceptible,pre307,10,-0.4671281781948819,2.1232730254378622,-3.139212298,3.120973864,-1.3813495366122046,18.243861797024223,-124.4357896,5.002995948,16.091221175507876,6.555129207100883,1.975472637,39.15593163,4.942540517521654,1.563333532994492,1.175878792,8.533947088,4.797241995700787,2.986153210903003,0.115137226,16.33677598,1.2250090970019685,1.4934869375746047,0.002105783,9.437905534,4.842027324543308,0.5652951883484945,3.162866981,6.271517289,0.8597918372165354,0.6406146333787398,0.000210519,4.001698481,2.90865390363189,0.14480433142616195,2.385968154,3.141263321,1.4461789942519685,0.7773993054803859,0.007755801,3.133882065,0.03963011889035667,0.04305084745762712,0.8466666666666667
susceptible,pre307,11,0.43066678189999996,1.421023891143164,-3.139928118,3.08307442,-0.6184913640538462,7.8180319138909296,-4.170208338,124.1835292,15.799065854476924,6.822511607904972,2.054840432,40.83412746,6.0784994661961536,1.7648978011455994,1.379476214,8.747549066,3.14814538285,2.0262158446579646,0.064758028,11.24304811,2.2928282211999997,2.504441948950917,0.017925245,17.18282864,3.965120629061538,0.8342987987473556,1.952986309,5.955928247,2.549098993803846,0.9745238036003698,0.360143942,5.023395408,2.788741752523077,0.2316521993709804,1.649286027,3.130181959,1.6688645355346154,0.6295786965104574,0.001525546,3.132069698,0.023778071334214,0.022033898305084745,0.7222222222222222
susceptible,pre307,12,0.08107170740194715,1.4034983387627558,-3.103426175,3.140417754,-0.10150396882753825,8.1167366128868,-125.197464,125.5146554,15.28705284016829,6.5984348522616,0.816537813,44.64224525,3.823095009257302,1.588602347230911,0.13119504,7.83703574,1.761130987682893,1.628094551860509,0.014765773,15.56411164,1.2555619279666204,1.6452547626452698,3.63e-05,24.19708526,3.787733442054242,0.5652577493514643,2.127467747,5.423765962,2.8920605027913773,0.7703376136225958,0.561697788,5.257889625,2.8543191712350486,0.2314652535833223,1.795625909,3.141281585,1.2564251771293462,0.8003793387248369,0.001401879,3.127959473,0.036988110964332896,0.060932203389830505,1.2839285714285713
susceptible,pre307,13,-0.15014853012337662,2.1316799814117373,-3.122460021,3.116190086,1.2799227111915583,17.32770542498504,-3.799438729,125.0615843,17.4321654515,7.835895065626713,1.581847098,47.20900773,5.438200380607142,1.6311075123236765,0.365395308,8.247892769,8.192226348327921,5.089538624290388,0.274878416,25.49105876,1.8091570118766234,1.8387169089349311,0.00946234,13.44275257,5.368814328022728,0.706818795447728,2.441541397,6.653505037,0.8199621738798701,0.706516224591373,0.000374385,2.619690265,2.9710322460064935,0.15602427617556558,2.071018842,3.141253508,1.71127095525,0.5977928786557475,0.009039922,3.021053125,0.019815059445178335,0.02635593220338983,1.0266666666666668
susceptible,pre307,14,0.10377218659310344,2.2937674226799447,-3.108345514,3.127387387,-1.5909338767793104,17.931734760193578,-124.7674424,3.541946575,16.229345509468967,6.892937899029663,0.603168281,37.29705812,7.188530970572414,1.1353191078408542,4.742933258,9.54789882,2.9256750680689656,1.7706823256677207,0.165512993,8.751091031,3.4360739571793104,2.8241796388645657,0.013056474,12.89595693,3.5321450117793103,0.9766215586317636,1.887927439,6.222118354,3.6650537992896552,1.572758818976814,0.051303874,6.062418597,2.456014613241379,0.5408839603634161,0.292674247,3.114999988,1.5087567613448276,0.596181369471938,0.356305219,2.992134475,0.011889035667107,0.01228813559322034,0.8055555555555556
susceptible,pre307,15,-0.6423975290593472,1.0777705225614975,-3.059561005,3.056961656,0.22298089596735904,4.8233599090386114,-2.024703023,124.3052405,15.323683563200298,6.400717323914942,1.218827267,37.68665929,3.915911886526706,1.6247920856376548,1.364945636,7.438861366,1.3466772232700297,1.2637463498618355,0.008271369,7.623407058,0.6637411226246291,0.8163170070569237,0.000329891,6.607924923,4.1655422992344215,0.547707576193579,2.629638753,5.690693849,2.4445173898160237,0.7068868784055911,0.795520413,3.72480098,2.867827062014837,0.20051744690541626,2.347882624,3.141319182,0.8503669612062315,0.7063486359690655,0.000806396,3.140742476,0.022457067371202115,0.05711864406779661,1.9823529411764707
susceptible,pre307,17,0.48511501586956524,1.9415848370191848,-2.26902996,3.10214542,-0.5274600801304348,0.8118925086746657,-1.787471926,1.024300462,15.933054235826086,6.9208575396402265,3.134522053,32.31355699,7.367147410521739,1.1822267285248316,6.148476219,9.281274652,2.213589431347826,1.5348770891252501,0.288729257,6.529582815,2.786159216195652,2.2405785385167976,0.061900151,9.311112324,2.2342085084130434,0.6771222299628912,1.046539637,3.08339561,5.216113441847826,0.6819986664840757,3.968358033,6.079246832,2.069317292,1.0480689489675334,0.263279963,3.141444827,1.8271685799782609,0.7807299791572069,0.347129977,3.096020382,0.0066050198150594455,0.003898305084745763,0.45999999999999996
susceptible,pre307,18,-0.8999741589175256,0.6389167614128969,-2.71358841,0.10381023,-0.10971906570103093,0.8713202165205913,-1.873347552,1.955719779,16.296867831463917,6.704747855047937,2.837111883,38.39300873,3.8687988866804126,1.365762941932813,1.812746804,6.227016103,2.6207384084948453,1.9689098402530771,0.01132871,10.60067116,2.386198255474227,1.7370837335222193,0.016805611,8.487629167,4.2541601503092785,0.5074417499147772,3.43471068,5.78527051,2.959991390886598,1.1250705207324632,0.250027648,5.206431388,2.901406427268041,0.236839470399833,2.323844309,3.140960892,0.7568619839278351,0.6836916417449912,0.012956559,2.244638523,0.010568031704095112,0.008220338983050848,0.60625
susceptible,pre307,23,-0.49667915365384613,2.3999018146143984,-3.123627808,3.118321341,-3.7847235594999997,24.431695664958177,-125.3230878,2.729546111,17.082704467884614,6.532326080803582,6.440811241,31.45653915,5.9704630930961535,1.500468970695194,2.867151294,7.534410629,9.874453953692306,4.910857052095937,1.204276125,17.76650765,1.533355297096154,1.1909750076149563,0.010217073,6.018374718,5.726127512173077,0.6212968804188851,4.118358937,6.532244106,0.43535909773076925,0.4715682976021077,0.003512642,2.00684254,2.990930751576923,0.13914286851192864,2.576373585,3.140251487,1.4490550129615385,0.3974910411392053,0.804998511,2.437102819,0.003963011889035667,0.004406779661016949,0.8666666666666666
susceptible,pre307,24,1.343139763,0.04732163923509633,1.309678311,1.376601215,1.5358346815,0.18619393987294539,1.404175684,1.667493679,17.745803745,6.289992464131973,13.29810742,22.19350007,7.848817436,0.07871704172684953,7.793156082,7.90447879,4.9945248945,0.48094806265233714,4.654443258,5.334606531,0.7253198354999999,0.4425027716110279,0.412423125,1.038216546,4.960725443,0.05585688901713404,4.921228658,5.000222228,0.5037976565,0.032635275341691264,0.480721032,0.526874281,3.0849790739999996,0.03417694136583913,3.060812327,3.109145821,2.2292064639999998,0.10714394065471787,2.153444257,2.304968671,0.001321003963011889,0.00016949152542372882,0.1
resilient,pre308,0,-0.03766915376119402,1.789342943875287,-3.14142379,3.134766264,0.30143405493872744,10.518278210989944,-125.0900805,125.3558545,16.278641845396702,6.897265255842824,1.065237801,43.38261312,6.340609496954439,1.6974991386542704,0.344686639,8.881302323,4.462733047364494,4.2323352644252195,0.011141064,24.29045775,1.6612985439347998,1.33639112161394,0.000724235,6.097644297,4.991840109473684,1.109160811564632,1.614741459,7.57246108,1.244694933126473,0.9086901550764536,0.000465543,4.310713011,2.8555819787989,0.3299888326471856,0.42719862,3.141374925,2.040230305771406,0.608982036980864,0.040785747,3.138795558,0.14435389988358557,0.1078813559322034,0.5133064516129032
resilient,pre308,1,0.059530888607255514,1.59247483239302,-3.13312332,3.108088842,0.27556931501419557,5.064941845557616,-3.959263687,125.0444272,16.211977675023657,7.527169100523633,0.384348658,85.96517838,6.4344534057003155,1.5409054092087453,1.189962864,9.261316235,2.784458871687697,1.863724414148341,0.099669029,11.85822276,4.168941718173501,3.6517921551460786,0.001734757,30.69106721,4.064431648523659,0.9587234656902291,1.019003274,6.3452709,2.4015542012097795,1.440460633703804,0.007600244,5.796650276,2.629104055602524,0.47768746359896735,0.141313891,3.141569782,1.5696256154921135,0.6132494338124584,0.020764821,3.122047466,0.10244470314318975,0.05372881355932203,0.36022727272727273
resilient,pre308,2,0.09008839778336557,1.6913181063641813,-3.128698598,3.126197487,0.23071991588974858,11.01528949402238,-125.2071071,125.091287,16.070614222170214,6.929768718478718,1.916057695,41.2832282,7.335601600849129,1.3686642059792113,2.023718963,9.761186584,2.708508636887814,2.370625051369918,0.147683543,16.76666346,4.173939650176016,2.5846257766954053,0.027585717,20.50825515,3.313777775303675,1.0492652129173499,1.109828198,6.373546184,3.6630101364100582,1.424834098897983,0.062509259,6.384349813,2.5059046555512574,0.6838980470964497,0.006399825,3.136476093,1.8591275265957448,0.6804115594838821,0.022507904,3.135229208,0.08614668218859138,0.0438135593220339,0.34932432432432436
resilient,pre308,3,-0.037010384092962645,1.7466809874544118,-3.132754358,3.129908811,0.178492038803649,9.016446454530891,-123.7514946,125.0075139,17.689359695566463,7.81055844262377,1.494746179,54.11472811,5.537805102254562,1.5739234399531883,0.325254147,8.598554128,8.602045371431798,4.646883618958646,0.020525132,22.24732212,0.9674529199018245,2.009501469834906,9e-06,41.29378912,5.859650629367507,0.5188203315387795,3.961154295,6.993780102,0.39286592634491746,0.3383494359739464,0.000680855,2.87459263,2.984768476796699,0.13160687880304914,2.379460839,3.141548072,1.6542426992684622,0.7140657376792854,0.002994083,3.135003909,0.10593713620488941,0.09754237288135593,0.6324175824175824
resilient,pre308,4,0.30036493126234387,1.7585618809501915,-3.137972996,3.139190343,-0.12053080714693636,9.623446039565446,-125.2252479,124.7144494,15.685519693320643,6.753361922915952,1.374337169,47.51866663,5.870181580372397,1.6772075213215563,0.554006338,8.89264676,3.622150071837002,3.30242191136674,0.005107252,22.42907232,0.8764568247584771,1.3542783981626927,2.22e-05,10.98193252,4.997663827856038,0.8254210460805658,2.516202959,7.515856922,0.637680273348602,0.49197291172309937,0.00046967,4.970653242,2.832577280167162,0.2797494009821994,1.598153776,3.141414607,1.5733280181921476,0.7935363945755148,0.003510251,3.139609838,0.07566938300349244,0.14245762711864407,1.293076923076923
resilient,pre308,5,-0.10176730343357364,1.789342594247774,-3.139540126,3.129930391,-0.4410779530288363,10.55345593700449,-5.324592889,124.0767555,15.463224187773429,6.728767920898513,1.744627873,39.6807153,6.27100128207621,1.6747001754117412,0.319077653,9.238448007,4.130308889421215,2.7553370888984454,0.091354105,22.66290242,1.469435110785788,1.9985225664553659,0.000771391,13.10347413,4.687774591785788,0.776899943013379,1.933393331,6.640204863,0.9271404922481977,0.6937414396255126,0.000651077,4.473348733,2.7781351880628216,0.2789215857442259,1.354916908,3.141380111,1.4794445556910403,0.7701808796873102,0.003272421,3.139921891,0.08265424912689173,0.08228813559322033,0.6838028169014085
