group,name,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,distance_from_origin_mean,distance_from_origin_std,distance_from_origin_min,distance_from_origin_max,velocity_xy_mean,velocity_xy_std,velocity_xy_min,velocity_xy_max,velocity_z_mean,velocity_z_std,velocity_z_min,velocity_z_max,length_mean,length_std,length_min,length_max,height_mean,height_std,height_min,height_max,torso_angle_mean,torso_angle_std,torso_angle_min,torso_angle_max,angle_to_origin_mean,angle_to_origin_std,angle_to_origin_min,angle_to_origin_max,frequency,total_duration,duration
susceptible,pre114,13,0.07756743782222222,1.3428089866699953,-3.054440594,3.015824976,-0.28886323811555553,8.342830214568037,-2.422807782,123.5450781,17.182312314311112,6.795212603473544,3.498015981,39.1481591,6.209458780915555,1.6274770304685386,2.168348445,8.829234975,6.827330920057778,3.9868321978323213,0.34646377,17.12044343,2.046474978728889,1.6154494127115018,0.000293769,5.951708347,5.338930908617777,0.8194370205380008,2.48542033,6.635671248,1.02339667072,0.8995909916647953,0.00818579,2.917549206,2.9136737843422225,0.23379057021605548,1.616968131,3.140185532,1.5805721684355556,0.5596365472560457,0.238691634,2.663935507,0.012102874432677761,0.019067796610169493,1.40625
susceptible,pre114,14,0.1749864512568306,1.8822599517560212,-3.047948611,3.084415225,-1.228993066273224,18.31321085788685,-124.3274557,5.674667202,14.717152939393443,6.227991217865695,2.927557571,34.21387328,6.212604471879782,1.3217257872100938,3.15639759,8.476092748,4.161490688502732,2.447292695011074,0.132350062,10.76384216,3.65113126931694,2.4840544107068867,0.002186289,10.43655964,3.4803517503715846,0.9809253757433576,1.374644719,5.794292328,3.476973360748634,1.4160351113270735,0.305456617,5.744062188,2.5122546346666668,0.5522335759974024,0.123897457,3.141546493,1.7158676802513662,0.7124701258767498,0.036896011,3.139755022,0.02118003025718608,0.015508474576271187,0.6535714285714286
susceptible,pre114,15,-0.6938073291543245,2.1998283005190875,-3.140764604,3.139714681,0.016892643116449967,11.882981231235936,-125.3464945,125.3570073,14.72116979639005,6.298277469955371,0.971231237,49.06117041,6.273146561770492,0.9558624115719472,4.385759851,8.909387986,1.0590227915918597,1.187954898803466,0.001293186,9.502044636,0.559367756763143,0.7500085766196997,2.79e-05,6.614879832,3.9219598365053705,0.6366711136035504,0.548998179,5.309050754,2.402271386635387,0.69287985260031,0.535017405,4.566082508,2.7279459711147545,0.34901344686180164,0.025927151,3.141460881,0.7392109750717919,0.5884109690526363,0.000137131,3.112158795,0.037821482602118005,0.14991525423728813,3.5380000000000003
susceptible,pre114,17,-1.3886282643097345,1.724205702356075,-2.857811495,2.605893946,-0.6062771684159293,1.2002066664318096,-3.087350658,1.974852461,15.350087945946903,6.803981604464326,2.486659371,36.39930022,5.0281610303982305,1.328720496248603,1.833492097,7.533879425,2.9888582138672564,2.3162926530741474,0.21160596,11.74635873,1.9253140640088495,1.5497554828263564,0.007300037,6.202574439,3.5871233186371683,0.6507285544210912,1.052407737,4.775403852,3.646947448699115,1.0586953379234587,1.279418027,5.426055399,2.6534009739911504,0.4439364041009833,0.676301161,3.127307389,0.8381849023097345,0.7328031526194124,0.010428782,3.11544254,0.012102874432677761,0.009576271186440678,0.70625
susceptible,pre114,18,-0.7332676249313725,2.150737981658838,-3.077895652,3.139712944,-0.4301402905343138,15.143370421147699,-124.7120578,124.6267621,15.324480740656861,6.297088706682049,1.323417386,31.47794664,5.606169346892156,1.0283092610965083,3.79563945,7.538816578,2.5490601046813723,1.6214987354310326,0.043109457,7.585352504,1.7828915592058825,2.0160375232189938,0.006006804,9.718794606,3.613339496740196,0.6653343193315973,1.905436314,5.457105424,3.423828980470588,1.064856288898368,0.584539712,6.101828508,2.6305205800637257,0.3065897096946214,1.659341596,3.137108611,0.9880437381911765,0.47078799801798965,0.008197332,1.927574772,0.015128593040847202,0.01728813559322034,1.02
susceptible,pre114,23,0.8538087565245902,1.7913587131324686,-3.138619631,3.122899175,0.0846413356967213,11.487660393018114,-125.1498311,3.82496371,17.893347214614757,7.358843519775373,2.711338381,37.01244455,4.330660399680328,1.882482426611196,1.23464063,8.345589133,9.769381807877048,4.964280179187918,0.286467748,21.6337586,1.9385418143360655,2.0654014083561307,0.000474941,11.14037727,5.701397613418033,0.8382034122786722,3.334371156,6.863101914,0.6744312584344263,0.5221550018450738,0.003228761,3.098405378,2.9628880712704917,0.16561916813705913,2.474889744,3.141197012,1.953995527262295,0.9015122243069543,0.033964003,3.132232473,0.01059001512859304,0.010338983050847458,0.8714285714285713
susceptible,pre114,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
resilient,pre115,0,0.2819863015044776,1.7179130620942424,-3.138913997,3.127427517,-0.12401748154527363,7.890829792693543,-124.7878865,125.3989687,15.20770703192836,6.75993737535742,1.170263789,47.9815503,6.66904503619403,1.531009167229303,1.095032436,9.018784121,3.92502074719801,3.5187799905492674,0.005187143,19.18624312,1.8365057826875621,1.4485874263159806,0.001111635,7.842011354,4.903674926859701,0.7870586498519809,2.786681109,7.01480259,1.1309465508308456,0.7583375188331235,0.000492488,3.325801433,2.9158113892109454,0.18952630782158375,2.087604088,3.141479894,2.034411599014925,0.7339224652170191,0.018303172,3.139717616,0.12597547380156077,0.08516949152542373,0.4446902654867257
resilient,pre115,1,0.4712701235490716,1.6949886328030606,-3.135639488,3.12322499,0.28400837163395226,9.083587012376231,-124.7866999,124.5332223,16.539603745550398,7.2451284555468725,1.715598236,48.8896363,6.415226448713528,1.5530007167154993,0.860393795,9.311037765,3.422118090218833,2.060226841219002,0.008523798,13.03776899,5.2646420413567645,4.352718019691435,0.000291264,16.23662989,3.926369741611406,0.994638765890392,1.282641509,6.249600294,2.4613485617201594,1.6211295546716762,0.007398097,5.969145004,2.70103649385809,0.42863358151856307,0.283112581,3.141443819,1.7278987152427057,0.7447918953104479,0.003942618,3.141507711,0.12374581939799331,0.06389830508474577,0.3396396396396396
resilient,pre115,2,0.1841381789099099,1.7714508081403484,-3.139985402,3.12094096,0.0948217393753754,11.86612591400543,-124.8610015,125.0102181,15.73648251951051,6.52227399628084,2.838051216,36.41856065,7.608027443843844,1.7632299308180452,1.08739069,9.879366929,2.204363941174174,1.71406568298286,0.104511305,11.42203063,5.149439899972973,2.615865071186465,0.030665747,12.52356855,3.2039452655840837,0.9836498156303748,1.164322348,6.236500215,3.932364859466967,1.5093625806474917,0.468245308,6.191730943,2.504729313250751,0.6923090075357701,0.063981932,3.141494936,1.9414636527072073,0.6919448280188938,0.027513571,3.139321896,0.0947603121516165,0.05644067796610169,0.3917647058823529
resilient,pre115,3,-0.11100563392077607,1.5707785400774414,-3.099648019,3.134416969,-0.18022288234114794,7.978310612328318,-124.2388026,124.6272991,18.065844444535166,7.74739513591231,0.605743883,48.87470638,5.702738214398545,1.9375710673723816,0.086208346,8.982305119,8.710569286443008,5.287445014715571,0.080180439,23.32589339,1.0670322937041228,1.3282677002564336,0.000257961,13.20997899,5.762052867118836,0.5699219897404353,3.080075777,7.010650913,0.38492845184559416,0.362053596599937,0.000491697,2.781090546,2.991441314559418,0.13800804772210043,2.106386477,3.141450132,1.9753809219021827,0.6693516989875535,0.024907557,3.141148699,0.09253065774804906,0.10483050847457627,0.7451807228915663
resilient,pre115,4,0.24884015075540766,1.638084563285651,-3.137907865,3.141533192,-0.014295568599556299,9.771310415432339,-123.8442875,125.2173033,15.42847315857016,6.57417281152919,1.72621186,39.37967036,6.336362493663339,1.6532301294056748,0.803587323,9.033967614,3.0050939996877424,2.7807348648556265,0.010226171,18.05055176,1.0701603595130338,2.0354725629047783,0.000682936,15.47674762,4.678776921733223,0.7436887280241369,2.469376956,6.751016564,0.6971520555291182,0.539749004158785,0.001760938,3.968960461,2.8589465225013866,0.24312153116809204,1.716795988,3.141014223,1.9118599641009428,0.781247628201386,0.000335977,3.140019548,0.08918617614269789,0.15279661016949153,1.126875
resilient,pre115,5,0.10713118783229036,1.862601505112972,-3.126839603,3.127435219,-0.052963957612015014,13.190098517253357,-5.945107799,124.741092,15.35221420493742,6.5947696403371,0.615967582,44.24373471,5.960938669295369,1.6203499883093422,0.198983993,8.859135949,4.357467956395494,2.9854196909189006,0.033384259,18.54229679,1.1713815445294118,1.4271836076014037,0.004460503,11.12313809,4.645500225414268,0.6546709093880773,2.573520292,6.303457462,0.9092956219949938,0.6360134654634727,0.002436745,3.368675128,2.8062642396157695,0.2765861030144026,1.659390922,3.141369035,1.5425968872327909,0.8155538449278379,0.000378945,3.118226849,0.06577480490523968,0.06771186440677966,0.6771186440677966
resilient,pre115,6,0.4810157499590062,1.5413352071946247,-3.139991419,3.043066372,0.07246287817763974,6.22902599624083,-124.2386542,123.3389045,15.220149006837268,6.381772243706796,1.256981829,38.13511392,7.4608743443254655,1.8633422931747523,1.338669236,9.800571946,2.030466753237267,1.3224727039352264,0.065765007,8.506173723,3.2492748435242236,2.539201578358601,0.00070869,11.76631008,2.728107136613665,0.8324938516002929,0.796018112,5.311445081,5.282513932402485,0.6627209475572684,0.758704139,6.209043911,2.157110427763975,0.768606281127488,0.000364685,3.140655522,1.3139595550298135,0.6827337584414184,0.006241218,2.968914741,0.0713489409141583,0.06822033898305084,0.62890625
resilient,pre115,7,0.22924183927557004,1.8003013132555978,-3.109291009,3.136991225,0.017825461132247557,5.559814744129089,-124.9297706,124.0258682,15.207338168387622,6.609790996770055,0.0,37.59408013,6.920707207973942,1.8755918530227116,1.428981614,9.857013943,1.7861556302574968,1.594967994611004,0.003403027,9.912146865,1.4502039736492829,1.9084853563280944,1.38e-06,12.9335062,3.384589451973941,1.2011140396900666,0.700619515,6.389502598,3.1931514178736156,1.884490018174991,0.000189281,6.281066372,2.353402632975244,0.8699424618889148,0.0024404,3.141057728,1.4030585671368079,0.9298875614716395,0.000824493,3.137372688,0.08138238573021182,0.13008474576271187,1.0513698630136985
resilient,pre115,8,0.3333010992183908,1.688031199933986,-3.024448814,3.109214058,0.1780524465574713,9.585420409690906,-124.7641867,5.049798353,16.5028590276954,6.605006342827053,1.629637286,36.63180642,6.112600124672414,1.6940211392666213,1.622803738,8.745344238,5.206593432206897,3.47732039679112,0.03167225,15.77142571,3.3023789858678163,2.940104238202599,0.014721028,14.49610474,4.96069386,0.869860477094265,2.081809447,6.351080054,1.5161345567873563,1.1199268091102172,0.007485831,4.762809142,2.869702630045977,0.250516470475744,1.543113403,3.141026976,1.608731932,0.5411845002841036,0.142771244,2.775647453,0.030100334448160536,0.014745762711864407,0.32222222222222224
resilient,pre115,9,0.3214984979017544,1.829780737697325,-3.132583689,3.135309838,-0.5000018084280702,12.798216182828739,-124.7590162,4.658042965,16.106428416505263,6.571389572025959,0.99404694,35.6965847,6.805612797329824,0.8770220150446083,3.477529834,8.53423521,4.073029125301755,3.0151935535744085,0.098710061,18.04855838,1.4883176906210527,2.187111706764317,0.001134179,13.40661132,4.954920368249122,0.6811396555739645,3.304956256,6.344556038,0.8157813888877192,0.7026145117302184,0.000563555,4.703570837,2.9333481224105262,0.152339211722576,2.440878729,3.140975073,1.711093163631579,0.638885671946142,0.012307657,3.060819942,0.020066889632107024,0.024152542372881357,0.7916666666666667
resilient,pre115,10,0.30897353566172103,1.5512534931553776,-3.126158569,3.077028447,0.27862155205637984,9.656736198147382,-125.1726882,4.218808097,16.249520516430266,6.360271568480778,3.109890205,42.27448653,5.448961384477745,1.55871710388978,0.812092709,8.878054861,4.646968868768546,3.455444926585263,0.078364232,18.59077166,1.6590235513560831,1.8779743280303212,0.011850145,11.60276066,5.0501121103175075,0.6257866386704529,3.418812171,6.601507647,1.0095713252611276,0.5892869796178708,0.005366082,3.659027909,2.8905336592848663,0.1836615712021671,2.017493505,3.139778509,1.3708076022403561,0.7172627216853859,0.010373142,2.829768525,0.028985507246376812,0.028559322033898306,0.6480769230769231
resilient,pre115,11,0.25560864612539186,1.9353467798155426,-3.077880194,3.103118883,-0.2849918671630094,7.027278249759598,-2.966620418,124.2301379,15.592756601824451,6.462596242766168,0.193947054,37.80008748,6.508014841545455,1.3697764834133173,2.562738524,8.772950516,2.9276884803134795,1.9487239700861272,0.083745491,10.53750832,2.1628553790470217,1.625511775936627,0.006940321,10.03008102,4.108459811025079,0.8858022212985938,1.469896518,6.216403896,2.1295666301473353,1.0501029135489064,0.062025228,5.441461628,2.8333486828056427,0.3970276265300087,0.124637639,3.139804058,1.6323180406457678,0.5926769155388076,0.030869292,3.131184844,0.030100334448160536,0.027033898305084746,0.5907407407407408
resilient,pre115,12,0.9464855627664974,1.297526451118311,-3.095769574,3.042873542,-0.7086363808274111,8.820035571537916,-123.1817355,2.927308605,15.239130441213199,6.442228011013571,3.810861689,35.76052895,6.827420458522843,1.2303465878651945,1.618157896,8.163655526,1.4498221264060915,1.733863251644784,0.011210436,9.855077436,1.1377388023096446,1.4357953223048514,0.000390337,9.683574883,3.7730383397918783,0.635722419880369,2.19858919,5.069613869,2.823063744167513,0.835981499544707,0.638259518,4.323532015,2.902672071969543,0.24669226662677243,2.247299317,3.141187178,0.9204435993705584,0.9996430655942744,0.005420517,3.086214294,0.01560758082497213,0.01669491525423729,0.7035714285714285
resilient,pre115,13,0.5085006137755103,1.9641341497166693,-3.120927833,3.106415825,1.6040377141224489,17.956840776337504,-2.453664277,124.6572665,17.482307615408164,6.740772718343614,5.289306073,39.86234744,5.981270939061225,1.0337301172140705,3.855188101,7.161315697,7.174803349530612,4.848304504724692,1.092631134,19.58998526,2.2485947273469384,2.0389978256650694,0.13925245,8.025174407,5.463242715877551,0.5900733537559396,4.351434635,6.441760785,1.013731131877551,0.49718085815467333,0.038698261,2.489224964,3.0013026451224487,0.08974004880704434,2.833134558,3.140732117,1.4248145305714286,0.45478298051912774,0.677965468,2.365418523,0.005574136008918618,0.0041525423728813555,0.49000000000000005
resilient,pre115,14,-0.19799895484444446,1.359823136574696,-3.035648033,3.012027255,0.04017562693333336,11.828476008580429,-124.1346141,4.761581446,15.448150724915557,6.712562632343512,2.00436496,46.88080775,7.271242885631111,0.9625029436258984,4.723081479,8.864203706,3.097192304324444,1.9675815669431427,0.121832838,8.671647623,2.8118930880177775,2.2576115845847005,0.051652703,11.88973408,3.4720595217155554,0.7837061069454363,1.579516027,5.280761054,3.735121360955555,1.0953363278330466,0.695370783,5.714176127,2.402448874831111,0.43990405110769293,0.481294815,3.128235929,1.5526286086577779,0.5917537250795649,0.257830059,3.126772297,0.023411371237458192,0.019067796610169493,0.5357142857142857
resilient,pre115,15,0.6849859611602066,1.8433724408510705,-2.880645419,3.03670995,-0.14033856114728682,0.7127711731317523,-2.51077653,2.191923199,15.215519277744185,6.0771240229594286,1.889283994,33.23886079,5.915513318036176,1.6769503664771022,1.610210164,8.088877666,1.3384417231679588,1.589862465610693,0.004767815,7.526660031,0.649219021126615,0.9181819993291599,0.000104787,6.89303102,4.140765289434109,0.6816778579235682,2.115015397,5.963164283,2.1782759974496124,0.8338577583033089,0.027874851,3.699801605,2.8379604573359174,0.2369915337027299,1.976251195,3.136261785,0.7522158490413436,0.7512707859731088,0.007693092,2.341206341,0.014492753623188406,0.03279661016949153,1.4884615384615385
resilient,pre115,17,0.37379979601923075,1.8252948585895368,-2.80146526,2.264001893,-0.4553392695,0.9461930999170134,-2.339960738,2.351931601,15.605411716057692,6.553947408144256,5.588463075,31.43605547,6.139476093211538,1.4140537946230036,4.001547309,8.979968914,2.223678188326923,1.8183044756493,0.064433334,7.335757093,2.7065183937115385,3.2627620944121043,0.011715747,11.96050196,3.3474460381153843,0.6903971482803577,1.656824824,4.344933731,3.979738618403846,0.6649335384198345,3.272019257,5.471655827,2.6824647108846156,0.490786081939953,0.480783128,3.117776161,1.1941145540769231,0.4933840288028962,0.490618598,1.987462666,0.005574136008918618,0.004406779661016949,0.52
resilient,pre115,18,0.29164517379166666,2.0036673065845902,-3.109726942,3.137784726,0.9080256374642856,16.646146946020966,-124.0424248,125.3040752,15.053650386130952,6.440513116315596,2.925583882,36.40900064,5.347372620440477,1.2369215578715245,2.362721304,7.073084842,2.4541329399523812,1.6509373919427266,0.054145438,11.14975949,2.1418496803035714,1.6089264362822877,0.00318365,7.815281608,3.9486253581309527,0.8474794162624035,2.018311908,5.735626904,3.2876852192797617,1.077922162017976,0.616964918,5.87093333,2.6463778619226193,0.35290598828715203,1.979529044,3.141227234,1.2370482757619048,0.660330633243385,0.068636162,2.588508034,0.013377926421404682,0.01423728813559322,0.7
resilient,pre115,23,0.07687212210869565,1.4702905332708482,-3.007796442,3.075357547,-0.026337787826087023,10.669744454175477,-124.2607531,2.226762477,17.464642236891304,7.69917002309903,3.139432127,43.92072707,5.9128359915,1.4662059576501631,2.89189035,8.476096799,8.106442675681159,4.711447400458442,0.039044228,22.13830902,1.2134418000869565,1.7810769521573195,0.001966049,11.55011327,5.8309434463550724,0.4836770519920782,4.608093333,6.87236713,0.5837494252028985,0.5039828178070801,0.010160925,2.066128918,2.9921747221376815,0.12180070102778738,2.666866071,3.141286307,1.8509700671086957,0.39701297286547244,0.305849288,2.440937129,0.008918617614269788,0.011694915254237288,0.8625
resilient,pre115,24,-1.1398345716851852,1.5573573770067815,-2.829901277,1.82317581,-0.14988946385185184,0.21367778872485432,-0.617432481,0.287569908,16.271016296981482,6.415425615456742,2.919548032,34.64541583,8.806541160092593,0.14907059747556736,8.585664589,9.027851835,0.7300418665,0.7202145299230682,0.053291702,2.808690933,0.28872288164814813,0.31212937394545276,0.009510059,1.420057413,4.41323952737037,0.2570237528068916,3.930310699,4.953469734,0.4889516215185185,0.1798363148112295,0.009283494,0.69813199,2.854625126148148,0.19112852995980234,2.529285021,3.140227487,2.396675424351852,0.4179546873198865,1.846242586,3.120921761,0.005574136008918618,0.004576271186440678,0.54
control,pre201,0,-0.10543127631853583,1.8832511398444178,-3.12713823,3.140792583,0.1348311579127726,12.050455190685922,-125.2057914,125.0781005,16.027739027426012,6.744773047955671,1.0576485,42.10803708,5.834695200731308,1.7420288862662383,0.887984998,8.890639303,4.107234973594236,3.5244632397195037,0.007125417,18.68212742,1.7138309058107477,1.3420115543154842,0.000266469,9.74873878,5.119043736056853,0.9045023355971764,2.746277259,7.528257746,1.3932797147095015,0.8750219941864928,0.003097094,4.324259106,2.914875236034268,0.20150380126144868,2.064552366,3.141178689,1.9992946982803739,0.7338667453029467,0.018345003,3.141205607,0.13846153846153847,0.1088135593220339,0.5487179487179488
control,pre201,1,0.07967344298596492,1.5481700103549068,-3.125192639,3.133417204,0.04842888104561403,1.2193973034306318,-2.890723145,4.468339907,16.136461894605265,6.4771982965859225,1.511404898,40.36018102,5.65197256438421,1.6893906734545956,0.642047351,9.090359132,3.0552038611403507,2.043385527785924,0.015679025,11.51210065,4.179582535840351,3.642788573502354,0.000909515,16.44928322,3.9951698567473684,1.024892218342733,0.08667492,6.074477862,2.4650844484263157,1.4260278629615273,0.010312513,5.611233569,2.7074183869210526,0.43238121393112927,0.004514209,3.140292117,1.3957316570263159,0.6987623036048553,0.001455075,3.128229685,0.10414201183431952,0.048305084745762714,0.32386363636363635
control,pre201,2,0.4275074788674419,1.680400618878624,-3.140463066,3.139502101,0.19141323118837208,6.115432837106067,-2.893066826,125.033058,16.04848962492093,6.915831460220569,1.688600264,38.66344176,7.317651425925582,1.8358783637679115,1.047132974,9.964285946,2.962709663904651,2.014053949632778,0.160219353,12.6818294,4.20419045657907,2.851664166233725,0.009924586,13.7602984,3.3640855233627907,1.1308008028403131,0.904706222,6.331252082,3.8650763837604654,1.5476195156117138,0.365192016,6.291761416,2.485737336730233,0.7528958114327832,0.014607759,3.141533662,1.8227838836674417,0.8112606840680577,0.016736587,3.137656679,0.08757396449704143,0.036440677966101696,0.2905405405405405
control,pre201,3,0.17149375119720495,1.745547225791531,-3.069816924,3.131790317,-0.3664159432546584,4.993033454569048,-125.3444703,1.668587575,17.06791175590528,7.000214660995654,2.386739798,42.59213008,5.3859628643944095,1.610493372591063,0.650627326,8.532455007,7.092789502922361,4.409788090121666,0.022057973,19.26909973,1.13810350775,1.2649438892538736,0.003006096,7.141342403,5.962633010739131,0.4922496825804029,4.332933057,7.350216057,0.4410146828167702,0.41531874005510777,0.000437524,2.187984839,2.993363935819876,0.1072252679033076,2.358633166,3.141410511,1.967970330804348,0.6365664899512484,0.004027987,3.136867864,0.06982248520710059,0.05457627118644068,0.5457627118644067
control,pre201,4,0.034653507384544625,1.9302189790244828,-3.140816418,3.140792583,-0.1410475688620055,9.30396108306015,-125.1531819,125.4132835,15.766035502441582,6.668579240090535,1.352353521,41.1986271,5.354486654064398,1.498517056872591,0.219749579,8.562446162,3.1370941012805886,2.902441607732567,0.00713859,17.76796321,1.2180179551416743,1.970001855717057,7.76e-05,13.06829645,4.86701767524655,0.7048496042488835,2.905449691,7.326313612,0.8363039838040478,0.6045718620960879,0.002933512,4.396174406,2.840933503329347,0.22711908182591842,1.699533494,3.141485102,1.615393102870285,0.862191954626357,0.001898669,3.139968881,0.06745562130177515,0.09211864406779662,0.9535087719298245
control,pre201,5,0.06521142096587383,1.6420429300841548,-3.14122533,3.138110445,-0.22979267635056871,9.908971201122196,-5.93834403,125.150113,15.815705095643226,6.747519531531128,1.043206002,39.36726821,4.779801550007239,1.4874950950619334,1.210626373,8.317230672,4.417964837687694,3.568224106274195,0.006855344,19.50560379,1.751770271450879,2.383379961542096,0.001775173,13.88464898,4.8083040606938985,0.7105368858790158,2.282867389,6.600720554,1.2362140669472597,0.7564399631179339,0.007603055,4.548652919,2.8279561792647363,0.21867941616490516,1.663754824,3.139082072,1.6258895140392968,0.6244955606496745,0.001003679,3.134929973,0.08284023668639054,0.08194915254237288,0.6907142857142857
control,pre201,6,0.3715616538737624,1.600779164881865,-3.130344807,3.122878747,0.06882636944801976,10.873453352352032,-125.581945,125.5821728,16.527528527549507,6.347637360227905,3.428537196,40.96889698,7.536890419096535,1.7393449313807012,1.857725437,9.982893263,2.525801791866337,1.4022518384184073,0.096574203,8.097687763,3.7440893198069305,2.668645390353046,0.038066017,13.30270543,2.6509977700272276,0.8183713496682953,1.040697084,4.826163647,5.268465575391089,0.7030640884256516,2.49968496,6.306398361,2.0055270438638613,0.7600243496466903,0.048208562,3.140158533,1.3738345702499999,0.7403423762879405,0.044773353,3.139989241,0.0378698224852071,0.03423728813559322,0.63125
control,pre201,7,0.04225564716899163,1.611563954271156,-3.140077826,3.140849701,-0.06189228363411718,8.274418893073655,-125.0253679,125.1384164,15.299508566731369,6.524588366506662,0.4098357,46.75796297,5.620200878961738,1.668486061396551,0.613098425,10.10480649,1.7324200617046632,1.7254982017865066,0.002878335,12.40174555,1.0673549184220805,1.4113564791527022,0.000171314,11.61149585,3.3176228535464327,1.1514757951909207,0.247173034,6.26278783,3.1002984070454365,1.3981759870833037,0.015289794,6.223537397,2.432418299888003,0.7041297963096272,0.001276272,3.141130898,1.5754125414806697,0.8295780602755839,0.000312602,3.138330704,0.0970414201183432,0.2126271186440678,1.5298780487804877
control,pre201,8,0.2601511562101695,1.5013764439753003,-3.02500871,3.033466811,0.4733863093355932,7.347191832902508,-123.9956956,4.668309755,16.80946849602712,7.141384161644264,1.314224155,42.72927787,4.918352646681356,1.225205169164245,1.252707944,8.447619962,6.689397149884746,4.760928847392974,0.026338379,18.84814001,2.1066572223491526,1.5867590371487148,0.000639582,8.668434633,4.859451255952543,0.8000365603162767,1.958249283,6.55928456,1.893535729142373,0.8623750335249273,0.048670663,4.555267366,2.8964194647999997,0.21611392222059034,1.047202661,3.141034405,1.4883187884033897,0.7218702341036077,0.012909175,3.127421887,0.028402366863905324,0.025,0.6145833333333333
control,pre201,9,-0.7292614243357664,1.7459927225651706,-3.074058636,3.109857827,0.27337796212043797,7.634073478025494,-125.0687839,2.661413882,15.476594620532845,6.374428257573072,2.208493271,39.03382964,5.658114363711679,1.9146043148722331,1.383982394,8.255732247,3.6735651163138687,2.9730900241027807,0.021395753,16.06372082,1.417765858390511,1.9119955530609518,0.000522147,10.15558972,4.9947483218503645,0.6603493396201838,3.090997809,6.419653112,1.025316479109489,0.7110915985917312,0.000671864,3.369149224,2.9078951090729928,0.1771592384072348,2.298016772,3.140840545,1.6524526675656934,0.7633179850460092,0.005406937,3.104257481,0.02485207100591716,0.02322033898305085,0.6523809523809524
control,pre201,10,0.06496737866027397,1.60907417453192,-3.118154916,3.121305323,0.4175277275561643,11.333135775591227,-124.3355803,4.407416593,16.215095882531507,6.911491754657874,1.28835625,36.58057444,5.05958053670137,2.010360083796576,0.187521752,8.429678609,5.740207054260274,4.358205611232231,0.29853709,21.62211435,1.5463651153726026,1.6672474649911668,0.000404113,13.89026173,4.959283351723288,0.6440264288332891,3.678002109,6.761175802,1.1710907577753424,0.609566651845108,0.05249904,3.830477585,2.882504908131507,0.15957808851058136,2.478089641,3.137581255,1.371413236071233,0.8099780083676017,0.004863331,3.130114732,0.023668639053254437,0.03093220338983051,0.9125
control,pre201,11,0.08277569051257254,1.7694019111157842,-3.140463066,3.128751126,0.6210241057253385,13.419183056577776,-3.592917012,124.9266855,15.631659296947776,6.779738734592641,1.443664226,39.72748274,5.836614397793037,1.311491943066346,1.603879839,8.277786362,3.31573719260735,2.749373257213897,0.038603456,19.29214431,2.1965069151721472,2.33278683810324,0.001847333,12.77728422,3.9969764174100586,0.7993502857819635,1.284342113,6.341346205,2.227328672905222,1.0594426436746154,0.279989495,6.028433599,2.6686370343346226,0.3063274821321082,0.809910597,3.140038141,1.6598374884061895,0.8347184039304014,0.018900242,3.140981007,0.04142011834319527,0.0438135593220339,0.7385714285714287
control,pre201,12,0.5024535656398602,1.034232515095834,-1.512089609,2.466345908,0.18816563534965036,0.7226434305269825,-1.452277903,2.069612411,15.547207768073426,6.411049512434699,3.260568086,37.91704445,4.762676080926573,1.4946633605145163,1.095150669,6.7750111,2.062634862048951,2.0858882395513336,0.022351323,13.55861219,1.284206462993007,1.5853648222733785,0.00110828,13.13068915,3.781331864597902,0.8134228070117123,1.732024004,5.744212054,3.029266629244755,1.0020138562422944,0.492506527,5.87457291,2.8320025039685315,0.23665072175779212,1.977110925,3.13718306,1.2370684906433567,0.7765543873345424,0.007021791,3.074697061,0.023668639053254437,0.02423728813559322,0.7150000000000001
control,pre201,13,0.33134292975720164,1.6670969504795807,-3.102574468,3.130020002,0.14125177561316873,13.874083493957151,-123.4137238,124.7002963,17.725842637403293,8.141853695354794,1.904450712,47.78565417,5.064329532654321,1.5957513525405003,0.967727748,7.820259382,7.670158838427984,5.0451109897147,0.420520835,22.29846827,1.802309346218107,1.2554855900789355,0.001718805,5.866388343,5.470818160119342,0.5839232180268176,3.833200363,6.482953231,1.1577547055925927,0.7847179063653413,0.005442207,3.277914097,3.011505384617284,0.10742341010985436,2.586986247,3.141515288,1.678426419325103,0.6477758734720082,0.010227143,2.932209679,0.01893491124260355,0.020593220338983052,0.759375
control,pre201,14,0.28477857240625004,1.3773543546743756,-3.139854326,2.764976839,-0.23936654017187498,11.102854724374334,-124.767839,1.717855876,14.85726957503125,6.400500281574469,2.890543223,35.93954326,5.61358137659375,1.3415262820345528,3.830093507,8.494121765,2.3913859953828127,1.1031236076011488,0.236327212,5.490449828,1.8122575714296876,1.914317834287672,0.018060716,10.77948703,3.4844337584609373,0.7264187211280909,1.981223057,5.483691364,3.4516830327890626,0.80387854907815,0.678208717,4.751187253,2.4718715441484376,0.3893493048927455,1.510521882,3.128180651,1.23268256671875,0.6874640065513754,0.137757413,3.09611337,0.015384615384615385,0.010847457627118645,0.49230769230769234
